transcript,label
"Hey, This is Airtel customer care. We noticed your data pack expires today, would you like to renew it? Have a good day.",0
"You are being contacted by the Enforcement Directorate regarding your bank account. A parcel booked in your name containing illegal substances was intercepted at customs. Do not disconnect this video call under any circumstances, this is now an official proceeding. This is being recorded as evidence for the Supreme Court proceeding. Send Rs 50 via UPI to this ID immediately to avoid asset seizure. I am Inspector Reddy from CBI Headquarters, Delhi.",1
Your SBI account has been locked due to suspicious activity. Update your KYC immediately at sbi-online-update.in/kyc,1
"Hi, This is your bank calling to confirm a transaction of Rs 1200 you made yesterday at a grocery store, please call the branch back if you did not recognize it. Hey, are we still meeting for lunch tomorrow? Let me know what time works. Have a good day.",0
Your Paytm account will be permanently deactivated unless you verify immediately. Verify your identity now at paytm-secure-login.net to avoid suspension.,1
"You have been named in an FIR filed at Hyderabad Police Station. This call is from Customs Department, Mumbai Airport division. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. Share the OTP sent to your phone so we can verify your account is not compromised. A parcel booked in your name containing illegal substances was intercepted at customs. This falls under Section 120B of the IT Act and PMLA.",1
"Good morning, Reminder: your gym membership renews next week. No action needed if you'd like to continue. This is regarding your electricity bill for this month, it is now available on the portal, no action needed unless you have queries.",0
"You are being contacted by the Enforcement Directorate regarding your bank account. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. If you disconnect this call, a team will be sent to your residence within the hour. This is Officer Sharma calling from the Cyber Crime Cell, Mumbai. This is being recorded as evidence for the Supreme Court proceeding. Stay on this call and do not contact any lawyer until verification is complete.",1
"Good morning, This is a survey call about your recent visit to our store, would you have two minutes to share feedback? This is the income tax department's official portal notification: your refund has been processed, please check the portal at your convenience. No urgent action is needed.",0
"Hi, This is Gupta from the school regarding the parent-teacher meeting scheduled next week. This is Airtel customer care. We noticed your data pack expires today, would you like to renew it?",0
"I am Inspector Sharma from CBI Headquarters, Delhi. To verify your identity and clear your name, transfer Rs 75 to this RBI verification account. If you disconnect this call, a team will be sent to your residence within the hour. This falls under Section 420 of the IT Act and PMLA. This call is from Customs Department, Mumbai Airport division.",1
"Good afternoon, This is Airtel customer care. We noticed your data pack expires today, would you like to renew it? No urgent action is needed.",0
Your Amazon account will be permanently deactivated unless you verify immediately. Click here to verify: http://amazon-kyc-verify.com/update,1
"Good afternoon, Can you send me the report by end of day? No rush if you're busy, tomorrow morning also works. Thanks for your time.",0
"Good afternoon, Congratulations, your loan application has been approved, our relationship manager will call you to explain the next steps at your convenience. Feel free to call back if anything is unclear.",0
"Final notice: your ICICI Bank KYC has expired, account access will be restricted today. Verify your identity now at icicibank-secure-login.net to avoid suspension.",1
"This call is from Customs Department, Mumbai Airport division. Share the OTP sent to your phone so we can verify your account is not compromised. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. This is being recorded as evidence for the Supreme Court proceeding. Your Aadhaar number has been used in a money laundering case involving Rs 10 lakh.",1
"Hi, just checking in about the delivery of your order, it should arrive by Thursday. This is a survey call about your recent visit to our store, would you have two minutes to share feedback? Thanks for your time.",0
"Good afternoon, Reminder: your gym membership renews next week. No action needed if you'd like to continue.",0
"Dear customer, your Flipkart account will be suspended in 24 hours due to KYC non-compliance. Confirm your details within 24 hours: bit.ly/flipkart-verify",1
"Your Aadhaar number has been used in a money laundering case involving Rs 15 lakh. This is being recorded as evidence for the Supreme Court proceeding. You have been named in an FIR filed at Hyderabad Police Station. Do not go to the police station yourself, we will guide you through the process here. Share the OTP sent to your phone so we can verify your account is not compromised.",1
"I am a Sub-Inspector with the Narcotics Control Bureau. You are being contacted by the Enforcement Directorate regarding your bank account. This is being recorded as evidence for the Supreme Court proceeding. Your Aadhaar number has been used in a money laundering case involving Rs 5 lakh. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. Stay on this call and do not contact any lawyer until verification is complete.",1
"I am a Sub-Inspector with the Narcotics Control Bureau. Share the OTP sent to your phone so we can verify your account is not compromised. Do not disconnect this video call under any circumstances, this is now an official proceeding. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. Your case reference number is REF253703, please note it down. This is Officer Mehta calling from the Cyber Crime Cell, Mumbai.",1
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Do not go to the police station yourself, we will guide you through the process here. FIR number 939/2026 has been registered against you. This is Officer Iyer calling from the Cyber Crime Cell, Mumbai. Purchase gift cards worth Rs 50 and share the codes for verification purposes. Your Aadhaar number has been used in a money laundering case involving Rs 75 lakh.",1
"Hi, Good afternoon, this is a reminder call from Apollo Hospitals about your appointment scheduled for tomorrow at 10 AM. Hi, this is Iyer, I wanted to follow up on the property documents whenever you get a chance. Feel free to call back if anything is unclear.",0
"This is a call from RBI's Fraud Monitoring Cell. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. Your bank account will be frozen in the next 30 minutes if you do not comply. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity.",1
"This is Officer Iyer calling from the Cyber Crime Cell, Mumbai. You are not permitted to inform any family member about this investigation, it is confidential. This call is from Customs Department, Mumbai Airport division. Share the OTP sent to your phone so we can verify your account is not compromised. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious.",1
"Good morning, This is your bank calling to confirm a transaction of Rs 1200 you made yesterday at a grocery store, please call the branch back if you did not recognize it. No urgent action is needed.",0
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Do not disconnect this video call under any circumstances, this is now an official proceeding. To verify your identity and clear your name, transfer Rs 50 to this RBI verification account. Your bank account will be frozen in the next 30 minutes if you do not comply. This is being recorded as evidence for the Supreme Court proceeding. This is Officer Reddy calling from the Cyber Crime Cell, Mumbai.",1
ALERT: Unusual sign-in activity detected on your Amazon account. Verify your identity now at amazon-secure-login.net to avoid suspension.,1
"This is Officer Mehta calling from the Cyber Crime Cell, Mumbai. Your case reference number is REF188553, please note it down. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. This is a call from RBI's Fraud Monitoring Cell. To verify your identity and clear your name, transfer Rs 5 to this RBI verification account. A warrant has been issued for your arrest under Section 66D unless this is resolved today.",1
"Hi, this is Patel calling from HDFC Bank customer service regarding your recent card application. Could you confirm your registered email address? This is a survey call about your recent visit to our store, would you have two minutes to share feedback?",0
"Hey, This is regarding your electricity bill for this month, it is now available on the portal, no action needed unless you have queries. Hi, this is Nair, I wanted to follow up on the property documents whenever you get a chance.",0
"Hey, This is Reddy from the school regarding the parent-teacher meeting scheduled next week. Hey, are we still meeting for lunch tomorrow? Let me know what time works. Thanks for your time.",0
"Good morning, Good afternoon, this is a reminder call from Apollo Hospitals about your appointment scheduled for tomorrow at 10 AM. Hey, are we still meeting for lunch tomorrow? Let me know what time works. Thanks for your time.",0
"You must deposit funds into a government safe custody account for 24 hours, it will be refunded. You are being contacted by the Enforcement Directorate regarding your bank account. You are not permitted to inform any family member about this investigation, it is confidential. Your bank account will be frozen in the next 30 minutes if you do not comply. This is being recorded as evidence for the Supreme Court proceeding.",1
"This call is from Customs Department, Mumbai Airport division. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. You have been named in an FIR filed at Kolkata Police Station. If you disconnect this call, a team will be sent to your residence within the hour. Stay on this call and do not contact any lawyer until verification is complete. FIR number 958/2026 has been registered against you.",1
"Good morning, This is Patel from the school regarding the parent-teacher meeting scheduled next week. Hi, this is Singh calling from HDFC Bank customer service regarding your recent card application. Could you confirm your registered email address? Let me know if you have any questions.",0
"This call is from Customs Department, Mumbai Airport division. A warrant has been issued for your arrest under Section 420 unless this is resolved today. This is a call from RBI's Fraud Monitoring Cell. This is being recorded as evidence for the Supreme Court proceeding. Share the OTP sent to your phone so we can verify your account is not compromised.",1
"You have been named in an FIR filed at Bengaluru Police Station. You are being contacted by the Enforcement Directorate regarding your bank account. Your bank account will be frozen in the next 30 minutes if you do not comply. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. Your case reference number is REF776171, please note it down. Stay on this call and do not contact any lawyer until verification is complete.",1
"Hi, Hi, just checking in about the delivery of your order, it should arrive by Thursday. This is the income tax department's official portal notification: your refund has been processed, please check the portal at your convenience.",0
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Share the OTP sent to your phone so we can verify your account is not compromised. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. I am Inspector Singh from CBI Headquarters, Delhi. This is a non-bailable offence. You must cooperate immediately or face digital arrest.",1
"This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. Let me know if you have any questions.",0
"I am Inspector Patel from CBI Headquarters, Delhi. This is a call from RBI's Fraud Monitoring Cell. Stay on this call and do not contact any lawyer until verification is complete. A warrant has been issued for your arrest under Section 384 unless this is resolved today. This falls under Section 66D of the IT Act and PMLA. To verify your identity and clear your name, transfer Rs 25 to this RBI verification account.",1
"Good morning, Hey, are we still meeting for lunch tomorrow? Let me know what time works. Hi, just checking in about the delivery of your order, it should arrive by Thursday. Have a good day.",0
"Final notice: your Axis Bank KYC has expired, account access will be restricted today. Verify your identity now at axisbank-secure-login.net to avoid suspension.",1
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. FIR number 133/2026 has been registered against you. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. You have been named in an FIR filed at Hyderabad Police Station. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol.",1
"Good morning, Hi, this is Reddy calling from HDFC Bank customer service regarding your recent card application. Could you confirm your registered email address? This is regarding your electricity bill for this month, it is now available on the portal, no action needed unless you have queries.",0
"You are being contacted by the Enforcement Directorate regarding your bank account. This is a call from RBI's Fraud Monitoring Cell. Send Rs 50 via UPI to this ID immediately to avoid asset seizure. Your bank account will be frozen in the next 30 minutes if you do not comply. You are not permitted to inform any family member about this investigation, it is confidential. FIR number 365/2026 has been registered against you.",1
"Your case reference number is REF398179, please note it down. This is a non-bailable offence. You must cooperate immediately or face digital arrest. Send Rs 2 via UPI to this ID immediately to avoid asset seizure. I am a Sub-Inspector with the Narcotics Control Bureau.",1
"Good morning, This is the income tax department's official portal notification: your refund has been processed, please check the portal at your convenience. Hey, are we still meeting for lunch tomorrow? Let me know what time works.",0
You are being contacted by the Enforcement Directorate regarding your bank account. FIR number 886/2026 has been registered against you. A warrant has been issued for your arrest under Section 66D unless this is resolved today. You have been named in an FIR filed at Delhi Police Station. Share the OTP sent to your phone so we can verify your account is not compromised.,1
"Final notice: your Axis Bank KYC has expired, account access will be restricted today. Update your KYC immediately at axisbank-online-update.in/kyc",1
Your PhonePe account has been locked due to suspicious activity. Click here to verify: http://phonepe-kyc-verify.com/update,1
"This is Officer Mehta calling from the Cyber Crime Cell, Mumbai. Stay on this call and do not contact any lawyer until verification is complete. If you disconnect this call, a team will be sent to your residence within the hour. This call is from Customs Department, Mumbai Airport division. Send Rs 25 via UPI to this ID immediately to avoid asset seizure. This falls under Section 120B of the IT Act and PMLA.",1
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Stay on this call and do not contact any lawyer until verification is complete. Your case reference number is REF818791, please note it down. Send Rs 25 via UPI to this ID immediately to avoid asset seizure. You are being contacted by the Enforcement Directorate regarding your bank account. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious.",1
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. This call is from Customs Department, Mumbai Airport division. Send Rs 5 via UPI to this ID immediately to avoid asset seizure. A parcel booked in your name containing illegal substances was intercepted at customs. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol.",1
"You have been named in an FIR filed at Chennai Police Station. This is a non-bailable offence. You must cooperate immediately or face digital arrest. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. Do not go to the police station yourself, we will guide you through the process here. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity.",1
"Good afternoon, This is the income tax department's official portal notification: your refund has been processed, please check the portal at your convenience. Good afternoon, this is a reminder call from Apollo Hospitals about your appointment scheduled for tomorrow at 10 AM. Have a good day.",0
"Hello, Hi, just checking in about the delivery of your order, it should arrive by Thursday. Feel free to call back if anything is unclear.",0
"This is a call from RBI's Fraud Monitoring Cell. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. You have been named in an FIR filed at Chennai Police Station. If you disconnect this call, a team will be sent to your residence within the hour. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol.",1
"Hey, This is your bank calling to confirm a transaction of Rs 1200 you made yesterday at a grocery store, please call the branch back if you did not recognize it. This is the income tax department's official portal notification: your refund has been processed, please check the portal at your convenience. Let me know if you have any questions.",0
Your ICICI Bank account has been locked due to suspicious activity. Verify your identity now at icicibank-secure-login.net to avoid suspension.,1
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. This call is from Customs Department, Mumbai Airport division. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. Purchase gift cards worth Rs 50 and share the codes for verification purposes. Do not disconnect this video call under any circumstances, this is now an official proceeding.",1
"Hey, This is regarding your electricity bill for this month, it is now available on the portal, no action needed unless you have queries.",0
"Hello, This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. This is a survey call about your recent visit to our store, would you have two minutes to share feedback? Thanks for your time.",0
"This is a call from RBI's Fraud Monitoring Cell. Share the OTP sent to your phone so we can verify your account is not compromised. This falls under Section 420 of the IT Act and PMLA. You are not permitted to inform any family member about this investigation, it is confidential. This is a non-bailable offence. You must cooperate immediately or face digital arrest.",1
"This is a survey call about your recent visit to our store, would you have two minutes to share feedback? This is Reddy from the school regarding the parent-teacher meeting scheduled next week. Thanks for your time.",0
"This is a survey call about your recent visit to our store, would you have two minutes to share feedback? Let me know if you have any questions.",0
"This is a call from RBI's Fraud Monitoring Cell. Send Rs 15 via UPI to this ID immediately to avoid asset seizure. I am a Sub-Inspector with the Narcotics Control Bureau. Your case reference number is REF309174, please note it down. A parcel booked in your name containing illegal substances was intercepted at customs.",1
"You are being contacted by the Enforcement Directorate regarding your bank account. This is a non-bailable offence. You must cooperate immediately or face digital arrest. I am a Sub-Inspector with the Narcotics Control Bureau. Transfer funds to this account for RBI clearance, failure to comply will result in arrest.",1
"I am Inspector Mehta from CBI Headquarters, Delhi. This falls under Section 66D of the IT Act and PMLA. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. You are being contacted by the Enforcement Directorate regarding your bank account. A warrant has been issued for your arrest under Section 120B unless this is resolved today. Transfer funds to this account for RBI clearance, failure to comply will result in arrest.",1
ALERT: Unusual sign-in activity detected on your Paytm account. Verify your identity now at paytm-secure-login.net to avoid suspension.,1
"I am Inspector Mehta from CBI Headquarters, Delhi. Stay on this call and do not contact any lawyer until verification is complete. Send Rs 5 via UPI to this ID immediately to avoid asset seizure. This is being recorded as evidence for the Supreme Court proceeding. This call is from Customs Department, Mumbai Airport division. This is a non-bailable offence. You must cooperate immediately or face digital arrest.",1
"Dear customer, your PhonePe account will be suspended in 24 hours due to KYC non-compliance. Verify your identity now at phonepe-secure-login.net to avoid suspension.",1
"Good morning, Hey, are we still meeting for lunch tomorrow? Let me know what time works. Reminder: your gym membership renews next week. No action needed if you'd like to continue. Have a good day.",0
"I am Inspector Patel from CBI Headquarters, Delhi. This is a non-bailable offence. You must cooperate immediately or face digital arrest. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. This is being recorded as evidence for the Supreme Court proceeding. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol.",1
Your PhonePe account will be permanently deactivated unless you verify immediately. Click here to verify: http://phonepe-kyc-verify.com/update,1
"You have been named in an FIR filed at Mumbai Police Station. I am a Sub-Inspector with the Narcotics Control Bureau. This is being recorded as evidence for the Supreme Court proceeding. If you disconnect this call, a team will be sent to your residence within the hour. To verify your identity and clear your name, transfer Rs 15 to this RBI verification account. Stay on this call and do not contact any lawyer until verification is complete.",1
I am a Sub-Inspector with the Narcotics Control Bureau. You have been named in an FIR filed at Bengaluru Police Station. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. Purchase gift cards worth Rs 75 and share the codes for verification purposes.,1
"This call is from Customs Department, Mumbai Airport division. If you disconnect this call, a team will be sent to your residence within the hour. This is a call from RBI's Fraud Monitoring Cell. Purchase gift cards worth Rs 5 and share the codes for verification purposes. Stay on this call and do not contact any lawyer until verification is complete.",1
"You are not permitted to inform any family member about this investigation, it is confidential. This call is from Customs Department, Mumbai Airport division. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious.",1
"Hello, Can you send me the report by end of day? No rush if you're busy, tomorrow morning also works. Hi, just checking in about the delivery of your order, it should arrive by Thursday.",0
"This is Officer Iyer calling from the Cyber Crime Cell, Mumbai. If you disconnect this call, a team will be sent to your residence within the hour. You are being contacted by the Enforcement Directorate regarding your bank account. This is being recorded as evidence for the Supreme Court proceeding. You must deposit funds into a government safe custody account for 24 hours, it will be refunded.",1
"I am a Sub-Inspector with the Narcotics Control Bureau. Do not disconnect this video call under any circumstances, this is now an official proceeding. This is a non-bailable offence. You must cooperate immediately or face digital arrest. Your case reference number is REF311559, please note it down. You have been named in an FIR filed at Chennai Police Station. Purchase gift cards worth Rs 25 and share the codes for verification purposes.",1
"Hello, Reminder: your gym membership renews next week. No action needed if you'd like to continue. Feel free to call back if anything is unclear.",0
"This is Airtel customer care. We noticed your data pack expires today, would you like to renew it? Have a good day.",0
"I am a Sub-Inspector with the Narcotics Control Bureau. This is Officer Singh calling from the Cyber Crime Cell, Mumbai. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. This is a non-bailable offence. You must cooperate immediately or face digital arrest. To verify your identity and clear your name, transfer Rs 75 to this RBI verification account. FIR number 447/2026 has been registered against you.",1
"You are being contacted by the Enforcement Directorate regarding your bank account. Your bank account will be frozen in the next 30 minutes if you do not comply. Send Rs 5 via UPI to this ID immediately to avoid asset seizure. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol.",1
"You have been named in an FIR filed at Kolkata Police Station. This falls under Section 384 of the IT Act and PMLA. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. Send Rs 75 via UPI to this ID immediately to avoid asset seizure. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. You are being contacted by the Enforcement Directorate regarding your bank account.",1
"Hey, This is regarding your electricity bill for this month, it is now available on the portal, no action needed unless you have queries. Let me know if you have any questions.",0
"This is a non-bailable offence. You must cooperate immediately or face digital arrest. I am Inspector Patel from CBI Headquarters, Delhi. Share the OTP sent to your phone so we can verify your account is not compromised. FIR number 164/2026 has been registered against you. You are not permitted to inform any family member about this investigation, it is confidential.",1
"Final notice: your ICICI Bank KYC has expired, account access will be restricted today. Click here to verify: http://icicibank-kyc-verify.com/update",1
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. I am Inspector Verma from CBI Headquarters, Delhi. Stay on this call and do not contact any lawyer until verification is complete. This falls under Section 467 of the IT Act and PMLA. Send Rs 15 via UPI to this ID immediately to avoid asset seizure. Your Aadhaar number has been used in a money laundering case involving Rs 25 lakh.",1
"Final notice: your PhonePe KYC has expired, account access will be restricted today. Verify your identity now at phonepe-secure-login.net to avoid suspension.",1
Your Flipkart account will be permanently deactivated unless you verify immediately. Click here to verify: http://flipkart-kyc-verify.com/update,1
Your Paytm account has been locked due to suspicious activity. Update your KYC immediately at paytm-online-update.in/kyc,1
"Hello, This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. Thanks for your time.",0
"This is Officer Mehta calling from the Cyber Crime Cell, Mumbai. Your bank account will be frozen in the next 30 minutes if you do not comply. This is a call from RBI's Fraud Monitoring Cell. Your case reference number is REF861538, please note it down. Transfer funds to this account for RBI clearance, failure to comply will result in arrest.",1
"This is Officer Singh calling from the Cyber Crime Cell, Mumbai. To verify your identity and clear your name, transfer Rs 25 to this RBI verification account. This is being recorded as evidence for the Supreme Court proceeding. Stay on this call and do not contact any lawyer until verification is complete. I am Inspector Verma from CBI Headquarters, Delhi. Your bank account will be frozen in the next 30 minutes if you do not comply.",1
"Dear customer, your SBI account will be suspended in 24 hours due to KYC non-compliance. Verify your identity now at sbi-secure-login.net to avoid suspension.",1
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. You have been named in an FIR filed at Kolkata Police Station. You are not permitted to inform any family member about this investigation, it is confidential. To verify your identity and clear your name, transfer Rs 15 to this RBI verification account. Your Aadhaar number has been used in a money laundering case involving Rs 5 lakh.",1
"You have been named in an FIR filed at Chennai Police Station. This is Officer Mehta calling from the Cyber Crime Cell, Mumbai. If you disconnect this call, a team will be sent to your residence within the hour. FIR number 751/2026 has been registered against you. To verify your identity and clear your name, transfer Rs 50 to this RBI verification account. Stay on this call and do not contact any lawyer until verification is complete.",1
"Good afternoon, This is the income tax department's official portal notification: your refund has been processed, please check the portal at your convenience. Thanks for your time.",0
"Hey, This is your bank calling to confirm a transaction of Rs 1200 you made yesterday at a grocery store, please call the branch back if you did not recognize it. Thanks for your time.",0
"I am Inspector Reddy from CBI Headquarters, Delhi. You are not permitted to inform any family member about this investigation, it is confidential. This is a call from RBI's Fraud Monitoring Cell. Your Aadhaar number has been used in a money laundering case involving Rs 50 lakh. To verify your identity and clear your name, transfer Rs 50 to this RBI verification account.",1
"Hello, Can you send me the report by end of day? No rush if you're busy, tomorrow morning also works. This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. Thanks for your time.",0
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Do not go to the police station yourself, we will guide you through the process here. This is Officer Iyer calling from the Cyber Crime Cell, Mumbai. A warrant has been issued for your arrest under Section 467 unless this is resolved today. FIR number 675/2026 has been registered against you. You must deposit funds into a government safe custody account for 24 hours, it will be refunded.",1
"This is a call from RBI's Fraud Monitoring Cell. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. This is being recorded as evidence for the Supreme Court proceeding. You have been named in an FIR filed at Delhi Police Station. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. Do not disconnect this video call under any circumstances, this is now an official proceeding.",1
Your ICICI Bank account has been locked due to suspicious activity. Click here to verify: http://icicibank-kyc-verify.com/update,1
Your Axis Bank account has been locked due to suspicious activity. Click here to verify: http://axisbank-kyc-verify.com/update,1
"You are being contacted by the Enforcement Directorate regarding your bank account. Purchase gift cards worth Rs 50 and share the codes for verification purposes. Your bank account will be frozen in the next 30 minutes if you do not comply. I am a Sub-Inspector with the Narcotics Control Bureau. Do not disconnect this video call under any circumstances, this is now an official proceeding. Your case reference number is REF369335, please note it down.",1
ALERT: Unusual sign-in activity detected on your HDFC Bank account. Click here to verify: http://hdfcbank-kyc-verify.com/update,1
"Good morning, Can you send me the report by end of day? No rush if you're busy, tomorrow morning also works. This is the income tax department's official portal notification: your refund has been processed, please check the portal at your convenience. No urgent action is needed.",0
"Hi, This is a survey call about your recent visit to our store, would you have two minutes to share feedback? Congratulations, your loan application has been approved, our relationship manager will call you to explain the next steps at your convenience. Thanks for your time.",0
"This call is from Customs Department, Mumbai Airport division. You are not permitted to inform any family member about this investigation, it is confidential. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. A parcel booked in your name containing illegal substances was intercepted at customs. FIR number 248/2026 has been registered against you. I am Inspector Singh from CBI Headquarters, Delhi.",1
"This is Airtel customer care. We noticed your data pack expires today, would you like to renew it? Hi, this is Patel calling from HDFC Bank customer service regarding your recent card application. Could you confirm your registered email address? Thanks for your time.",0
"Your case reference number is REF630647, please note it down. Your Aadhaar number has been used in a money laundering case involving Rs 2 lakh. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. To verify your identity and clear your name, transfer Rs 15 to this RBI verification account.",1
This is a call from RBI's Fraud Monitoring Cell. FIR number 992/2026 has been registered against you. This is a non-bailable offence. You must cooperate immediately or face digital arrest. You are being contacted by the Enforcement Directorate regarding your bank account. Purchase gift cards worth Rs 5 and share the codes for verification purposes.,1
"Good morning, This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. This is your bank calling to confirm a transaction of Rs 1200 you made yesterday at a grocery store, please call the branch back if you did not recognize it. Thanks for your time.",0
"This is a survey call about your recent visit to our store, would you have two minutes to share feedback? This is your bank calling to confirm a transaction of Rs 1200 you made yesterday at a grocery store, please call the branch back if you did not recognize it. Feel free to call back if anything is unclear.",0
"This is Officer Verma calling from the Cyber Crime Cell, Mumbai. I am Inspector Verma from CBI Headquarters, Delhi. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. Do not disconnect this video call under any circumstances, this is now an official proceeding. Your case reference number is REF956795, please note it down. If you disconnect this call, a team will be sent to your residence within the hour.",1
"Hey, This is a survey call about your recent visit to our store, would you have two minutes to share feedback? Have a good day.",0
"I am Inspector Iyer from CBI Headquarters, Delhi. Stay on this call and do not contact any lawyer until verification is complete. This falls under Section 384 of the IT Act and PMLA. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. You are being contacted by the Enforcement Directorate regarding your bank account. You must deposit funds into a government safe custody account for 24 hours, it will be refunded.",1
"Hello, Hi, just checking in about the delivery of your order, it should arrive by Thursday. Hi, just checking in about the delivery of your order, it should arrive by Thursday. Let me know if you have any questions.",0
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Your case reference number is REF639403, please note it down. You have been named in an FIR filed at Pune Police Station. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. Do not disconnect this video call under any circumstances, this is now an official proceeding. Your Aadhaar number has been used in a money laundering case involving Rs 25 lakh.",1
"You are being contacted by the Enforcement Directorate regarding your bank account. Do not go to the police station yourself, we will guide you through the process here. Share the OTP sent to your phone so we can verify your account is not compromised. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. This is being recorded as evidence for the Supreme Court proceeding. Your bank account will be frozen in the next 30 minutes if you do not comply.",1
ALERT: Unusual sign-in activity detected on your Amazon account. Click here to verify: http://amazon-kyc-verify.com/update,1
"Hello, Congratulations, your loan application has been approved, our relationship manager will call you to explain the next steps at your convenience. Thanks for your time.",0
"This is Officer Patel calling from the Cyber Crime Cell, Mumbai. Do not go to the police station yourself, we will guide you through the process here. This falls under Section 420 of the IT Act and PMLA. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. Your bank account will be frozen in the next 30 minutes if you do not comply. I am Inspector Mehta from CBI Headquarters, Delhi.",1
"This is a call from RBI's Fraud Monitoring Cell. This is a non-bailable offence. You must cooperate immediately or face digital arrest. Share the OTP sent to your phone so we can verify your account is not compromised. Do not go to the police station yourself, we will guide you through the process here.",1
"This is Officer Khan calling from the Cyber Crime Cell, Mumbai. You are not permitted to inform any family member about this investigation, it is confidential. A parcel booked in your name containing illegal substances was intercepted at customs. You are being contacted by the Enforcement Directorate regarding your bank account. You must deposit funds into a government safe custody account for 24 hours, it will be refunded.",1
"Good afternoon, This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. Congratulations, your loan application has been approved, our relationship manager will call you to explain the next steps at your convenience. Thanks for your time.",0
Your Flipkart account has been locked due to suspicious activity. Confirm your details within 24 hours: bit.ly/flipkart-verify,1
Your HDFC Bank account will be permanently deactivated unless you verify immediately. Click here to verify: http://hdfcbank-kyc-verify.com/update,1
"This is Officer Iyer calling from the Cyber Crime Cell, Mumbai. Your bank account will be frozen in the next 30 minutes if you do not comply. Purchase gift cards worth Rs 5 and share the codes for verification purposes. This is being recorded as evidence for the Supreme Court proceeding. You are being contacted by the Enforcement Directorate regarding your bank account.",1
"Good afternoon, Hi, just checking in about the delivery of your order, it should arrive by Thursday. This is Airtel customer care. We noticed your data pack expires today, would you like to renew it? No urgent action is needed.",0
